FORMA|LEMMA|ETIMO|LANG|POS|FUNCT||ADPTYPE|ADVTYPE|ADVTYPE2|CASE|DEGREE|DETERTYPE|GENDER|MOOD|MWES|NUMBER|NUMTYPE|PARTTYPE|PERSON|PRONTYPE|PROPERTY|TENSE|VERBFORM|VOICE|g|h|p|v
entalentés|entalenter|TALENTUM||verb|Adj||||||||masc|part||sing||||||past|ind||g||p|v
entendent|entendre|INTENDERE||verb||||||||||||plur|||3||trans|pres|ind|act|g||p|v
entendi|entendre|INTENDERE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
entendoient|entendre|INTENDERE||verb||||||||||imp||plur|||3||intr||ind||g||p|v
entendos|entendre|INTENDERE||verb||||||||||imp||plur|||1||intr|pres|fin||g||p|v
entendre|entendre|INTENDERE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
entendus|entendre|INTENDERE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
entenduz|entendre|INTENDERE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
entendu|entendre|INTENDERE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
entendu|entendre|INTENDERE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
entendés|entendre|INTENDERE||verb||||||||||imp||plur|||2||intr|pres|fin||g||p|v
entens|entendre|INTENDERE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
entente|entente|INTENDERE||noun|||||||||fem|||sing|||||||||g||p|v
ententivement|ententivement|INTENDERE||adverb||||man|||||||||||||||||g||p|v
entent|entendre|INTENDERE||verb||||||||||imp||sing|||2||intr|pres|fin||g||p|v
entiere|entier|INTEGER||adjective|||||||||fem|||sing|||||||||g||p|v
entiers|entier|INTEGER||adjective||||||nom|||masc|||sing|||||||||g||p|v
entiers|entier|INTEGER||adjective||||||acc|||masc|||sing|||||||||g||p|v
entier|entier|INTEGER||adjective||||||acc|||masc|||sing|||||||||g||p|v
entor|entor|TORNARE||adverb||||loc|||||||||||||||||g||p|v
entor|entor|TORNARE||adposition|||||||||||||||||||||g||p|v
entrai|entrer|INTRARE||verb||||||||||||sing|||1||intr|past|ind||g||p|v
entra|entrer|INTRARE||verb||||||||||||sing|||3||intr|past|ind||g||p|v
entremetoient|entremetre|MITTERE||verb||||||||||imp||plur|||3||||ind|rfl|g||p|v
entremetre|entremetre|MITTERE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
entrerent|entrer|INTRARE||verb||||||||||||plur|||3|||past|ind|rfl|g||p|v
entrerent|entrer|INTRARE||verb||||||||||||plur|||3||intr|past|ind||g||p|v
entrer|entrer|INTRARE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
entres|entre2|INTER||adposition|||||||||||||||||||||g||p|v
entretant|tant|TANTUS||adverb||||tim|||||||||||||||||g||p|v
entreveiront|entrevoir|VIDERE||verb||||||||||||plur|||3|||fut|ind|rfl|g||p|v
entrevirent|entrevoir|VIDERE||verb||||||||||||plur|||3|||past|ind|rfl|g||p|v
entre|entre2|INTER||adposition|||||||||||||||||||||g||p|v
entrés|entrer|INTRARE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
entrés|entrer|INTRARE||verb|compTens||||||||masc|part|mwes|plur||||||past|ind||g||p|v
entréz|entrer|INTRARE||verb|compTens||||||||masc|part|mwes|plur||||||past|ind||g||p|v
entr’|entre2|INTER||adposition|||||||||||||||||||||g||p|v
enveusieement|envoisieement|*INVITIARE||adverb||||man|||||||||||||||||g||p|v
environ|environ|VIBRARE||noun|Adv|||||acc|||masc|||sing|||||||||g||p|v
envoiast|envoiier|INVIARE||verb||||||||||imp||sing|||3||trans||fin|act|g||p|v
envoia|envoiier|INVIARE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
envoierai|envoiier|INVIARE||verb||||||||||||sing|||1||trans|fut|ind|act|g||p|v
envoier|envoiier|INVIARE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
envoie|envoiier|INVIARE||verb||||||||||sub||sing|||1||trans|pres|fin|act|g||p|v
envoie|envoiier|INVIARE||verb||||||||||sub||sing|||3||trans|pres|fin|act|g||p|v
envoions|envoiier|INVIARE||verb||||||||||||plur|||1||trans|pres|ind|act|g||p|v
envoisieement|envoisieement|*INVITIARE||adverb||||man|||||||||||||||||g||p|v
envoisiement|envoisieement|*INVITIARE||adverb||||man|||||||||||||||||g||p|v
envoiés|envoiier|INVIARE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
envoié|envoiier|INVIARE||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
envoïrent|envoiier|INVIARE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
en|en|IN||particle||||||||||||||verb|||||||g||p|v
en|en2|INDE||pronoun|||||||||||||||||||||g||p|v
en|en1|IN||adposition|||||||||||||||||||||g||p|v
erbergerent|herbergier|*HARIBERGôN||verb||||||||||||plur|||3|||past|ind|rfl|g||p|v
errerent|errer2|ITERARE1||verb||||||||||||plur|||3||intr|past|ind||g||p|v
ert|estre|ESSE||verb|auxPass|||||||||imp|mwes|sing|||3||||ind||g||p|v
esaier|essaiier|EXAGIUM||verb||||||||||inf||||||||pres|ind|rfl|g||p|v
esbaïrent|esbäir|BATARE||verb||||||||||||plur|||3||intr|past|ind||g||p|v
esbaïs|esbäir|BATARE||verb|Adj||||||||masc|part||plur||||||past|ind||g||p|v
esbaïs|esbäir|BATARE||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
escapera|eschaper|*EXCAPPARE||verb||||||||||||sing|||3||intr|fut|ind||g||p|v
escaper|eschaper|*EXCAPPARE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
eschaperent|eschaper|*EXCAPPARE||verb||||||||||||plur|||3||intr|past|ind||g||p|v
eschaper|eschaper|*EXCAPPARE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
eschapés|eschaper|*EXCAPPARE||verb||||||||||||plur|||2||trans|pres|ind|act|g||p|v
eschapé|eschaper|*EXCAPPARE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
eschartellerent|escarteler|QUARTUS||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
eschas|eschec1|SAH||noun||||||acc|||masc|||plur|||||||||g||p|v
eschielles|eschiele1|SCALA||noun|||||||||fem|||plur|||||||||g||p|v
eschiene|eschine|*SKINA||noun|||||||||fem|||sing|||||||||g||p|v
esclaris|esclairier|*EXCLARIARE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
escondi|escondire|*EXCONDICERE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
escondues|escondire|*EXCONDICERE||verb|compTens||||||||fem|part|mwes|plur||||||past|ind||g||p|v
escoutee|escouter|AUSCULTARE||verb|compTens||||||||fem|part|mwes|sing||||||past|ind||g||p|v
escouter|escouter|AUSCULTARE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
escriees|escrïer|QUIRITARE||verb|Adj||||||||fem|part||plur||||||past|ind||g||p|v
escrierent|escrïer|QUIRITARE||verb||||||||||||plur|||3|||past|ind|rfl|g||p|v
escrinz|escring|SCRINIUM||noun||||||acc|||masc|||sing|||||||||g||p|v
escrist|escrire|SCRIBERE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
escrit|escrire|SCRIBERE||verb|Adj||||||||masc|part||sing||||||past|ind||g||p|v
escrit|escrire|SCRIBERE||verb|compPass||||||||fem|part|mwes|plur||||||past|ind||g||p|v
escrit|escrire|SCRIBERE||verb|Noun||||||||masc|part||sing||||||past|ind||g||p|v
escurtés|obscurité (GDC)|OBSCURITAS||noun|||||||||fem|||sing|||||||||g||p|v
escus|escu|SCUTUM||noun||||||acc|||masc|||plur|||||||||g||p|v
escu|escu|SCUTUM||noun||||||acc|||masc|||sing|||||||||g||p|v
esforsa|esforcier2|*FORTIARE||verb||||||||||||sing|||3||intr|past|ind||g||p|v
esforsa|esforcier2|*FORTIARE||verb||||||||||||sing|||3|||past|ind|rfl|g||p|v
esforserent|esforcier2|*FORTIARE||verb||||||||||||plur|||3|||past|ind|rfl|g||p|v
esfors|esforz2|*FORTIARE||noun||||||acc|||masc|||sing|||||||||g||p|v
esfreés|esfrëer|*EXFRIDARE||verb|||||||||masc|part||plur||||||past|ind||g||p|v
esfreés|esfrëer|*EXFRIDARE||verb|compPass||||||||fem|part|mwes|plur||||||past|ind||g||p|v
esgardee|esgarder|*WARDôN||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
esgarder|esgarder|*WARDôN||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
esgardés|esgarder|*WARDôN||verb||||||||||imp||plur|||2||trans|pres|fin|act|g||p|v
esiencos|escientos (GD)|SCIENS||adjective||||||acc|||masc|||sing|||||||||g||p|v
esient|escïent|SCIENS||noun||||||acc|||masc|||sing|||||||||g||p|v
esillee|essillier|EXILIARE||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
esilliee|essillier|EXILIARE||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
esillier|essillier|EXILIARE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
esilliés|essillier|EXILIARE||verb|compPass||||||||masc|part|mwes|plur||||||past|ind||g||p|v
esilliéz|essillier|EXILIARE||verb|compPass||||||||masc|part|mwes|plur||||||past|ind||g||p|v
esionan|Esionam|||propernoun|||||||||fem|||sing|||||||||g||p|v
eslevés|eslever|LEVARE||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
esleürent|eslire|ELIGERE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
eslisons|eslire|ELIGERE||verb||||||||||||plur|||1||trans|pres|ind|act|g||p|v
eslist|eslire|ELIGERE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
eslis|eslire|ELIGERE||verb|Adj||||||||masc|part||plur||||||past|ind||g||p|v
esloingués|esloignier|LONGE||verb|compTens|||||||||part|mwes||||||trans|past|ind|act|g||p|v
esmaient|esmaiier|*EXMAGARE||verb||||||||||||plur|||3|||pres|ind|rfl|g||p|v
esmeü|esmovoir|EXMOVERE||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
esmeü|esmovoir|EXMOVERE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
esmiraudes|esmeraude|SMARAGDUS||noun||||||acc|||masc|||plur|||||||||g||p|v
esnelepas|isnellepas (GD)|*SNEL||adverb||||man|||||||||||||||||g||p|v
espaigne|Espagne|||propernoun|||||||||fem|||sing|||||||||g||p|v
espandi|espandre|EXPANDERE||verb||||||||||||sing|||3||intr|past|ind||g||p|v
espandrais|espandre|EXPANDERE||verb||||||||||||sing|||2||trans|fut|ind|act|g||p|v
espandue|espandre|EXPANDERE||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
espaontés|espöenter|*EXPAVENTARE||verb|compPass||||||||masc|part|mwes|plur||||||past|ind||g||p|v
espaontés|espöenter|*EXPAVENTARE||verb|Adj||||||||masc|part||sing||||||past|ind||g||p|v
espaontés|espöenter|*EXPAVENTARE||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
espardus|esperdre|PERDERE||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
espaules|espaula|SPATULA||noun|||||||||fem|||plur|||||||||g||p|v
espees|espee|SPATHA||noun|||||||||fem|||plur|||||||||g||p|v
espee|espee|SPATHA||noun|||||||||fem|||sing|||||||||g||p|v
esperance|esperance|SPERARE||noun|||||||||fem|||sing|||||||||g||p|v
esperituel|esperitüel|SPIRITALIS||adjective|||||||||fem|||sing|||||||||g||p|v
espeses|espès|SPISSUS||adjective|||||||||fem|||plur|||||||||g||p|v
espiés|espie3|*SPEHôN||noun||||||acc|||masc|||sing|||||||||g||p|v
espié|espie3|*SPEHôN||noun||||||nom|||masc|||sing|||||||||g||p|v
espié|espie3|*SPEHôN||noun||||||acc|||masc|||sing|||||||||g||p|v
esploita|esploitier|EXPLICITUM||verb||||||||||||sing|||3||intr|past|ind||g||p|v
esploiterés|esploitier|EXPLICITUM||verb||||||||||||plur|||2||intr|fut|ind||g||p|v
esploitier|esploitier|EXPLICITUM||verb||||||||||inf|||||||intr|pres|ind||g||p|v
esploitiés|esploitier|EXPLICITUM||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
esploitiéz|esploitier|EXPLICITUM||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
esploit|esploit|EXPLICITUM||noun||||||acc|||masc|||sing|||||||||g||p|v
esploterent|esploitier|EXPLICITUM||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
esposerai|esposer2|SPONSARE||verb||||||||||||sing|||1||trans|fut|ind|act|g||p|v
espousa|esposer2|SPONSARE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
espouse|espos|SPONSUS||noun|||||||||fem|||sing|||||||||g||p|v
esprenoient|esprendre2|PREHENDERE||verb||||||||||imp||plur|||3||intr||ind||g||p|v
esprise|esprendre2|PREHENDERE||verb|Adj||||||||fem|part||sing||||||past|ind||g||p|v
esprovee|esprover|PROBARE||verb|auxTens||||||||masc|part|mwes|plur||||||past|ind||g||p|v
espé|espee|SPATHA||noun|||||||||fem|||sing|||||||||g||p|v
establie|establir|STABILIRE||verb|compPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
establie|establir|STABILIRE||verb|compTens||||||||fem|part|mwes|sing||||||past|ind||g||p|v
establirent|establir|STABILIRE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
establir|establir|STABILIRE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
establis|establir|STABILIRE||verb|compTens||||||||masc|part|mwes|plur||||||past|ind||g||p|v
establi|establir|STABILIRE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
establi|establir|STABILIRE||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
estaint|esteindre|EXSTINGUERE||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
estat|estat|STATUS||noun||||||acc|||masc|||sing|||||||||g||p|v
estee|estre1|ESSE||verb|compTens||||||||fem|part|mwes|sing||||||past|ind||g||p|v
ester|estre1|ESSE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
ester|estre1|ESSE||verb|Noun|||||||||inf||||||||pres|ind||g||p|v
estes|estre1|ESSE||verb|auxCop|||||||||||plur|||2|||pres|ind||g||p|v
estes|estre1|ESSE||verb||||||||||||plur|||2||intr|pres|ind||g||p|v
estes|estre1|ESSE||verb|auxTens||||||||||mwes|plur|||2|||pres|ind||g||p|v
estoient|estre1|ESSE||verb||||||||||imp||plur|||3||intr||ind||g||p|v
estoient|estre1|ESSE||verb|auxTens|||||||||imp|mwes|plur|||3||||ind||g||p|v
estoient|estre1|ESSE||verb|auxPass|||||||||imp|mwes|plur|||3||||ind||g||p|v
estoient|estre1|ESSE||verb|auxCop|||||||||imp||plur|||3||||ind||g||p|v
estoie|estre1|ESSE||verb||||||||||imp||sing|||3||intr||ind|act|g||p|v
estoilles|estoile|STELLA||noun|||||||||fem|||plur|||||||||g||p|v
estoire|estoire1|HISTORIA||noun|||||||||fem|||sing|||||||||g||p|v
estoit|estre1|ESSE||verb|auxCop|||||||||imp||sing|||3||||ind||g||p|v
estoit|estre1|ESSE||verb|auxPass|||||||||imp|mwes|sing|||3||||ind||g||p|v
estoit|estre1|ESSE||verb|auxTens|||||||||imp|mwes|sing|||3||||ind||g||p|v
estoit|estre1|ESSE||verb||||||||||imp||sing|||3||intr||ind||g||p|v
estoi|estre1|ESSE||verb||||||||||imp||sing|||3||intr||ind||g||p|v
estorrroit|X|X||other|||||||||||||||||||||g||p|v
esto|X|||other|||||||||||||||||||||g||p|v
estrangement|estrange|EXTRANEUS||adverb||||man|||||||||||||||||g||p|v
estrange|estrange|EXTRANEUS||adjective|||||||||fem|||plur|||||||||g||p|v
estrange|estrange|EXTRANEUS||adjective||||||acc|||masc|||sing|||||||||g||p|v
estre|estre1|ESSE||verb|Noun|||||||||inf||||||||pres|ind||g||p|v
estre|estre1|ESSE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
estre|estre1|ESSE||verb|auxCop|||||||||inf||||||||pres|ind||g||p|v
estre|estre1|ESSE||verb|auxTens|||||||||inf|mwes|||||||pres|ind||g||p|v
estre|estre1|ESSE||verb|auxPass|||||||||inf|mwes|||||||pres|ind||g||p|v
est|estre1|ESSE||verb|auxCop|||||||||||sing|||3|||pres|ind||g||p|v
est|estre1|ESSE||verb|auxPass||||||||||mwes|sing|||3|||pres|ind||g||p|v
est|estre1|ESSE||verb|auxTens||||||||||mwes|sing|||3|||pres|ind||g||p|v
est|estre1|ESSE||verb|auxTens||||||||||mwes|plur|||2|||pres|ind||g||p|v
est|estre1|ESSE||verb|auxCop|||||||||||plur|||2|||pres|ind||g||p|v
est|estre1|ESSE||verb||||||||||||sing|||3||intr|pres|ind||g||p|v
esté|estre1|ESSE||verb|compTens||||||||fem|part|mwes|sing||||||past|ind||g||p|v
esté|estre1|ESSE||verb|auxPass||||||||fem|part|mwes|plur||||||past|ind||g||p|v
esté|estre1|ESSE||verb||||||||||||plur|||2||intr|pres|ind||g||p|v
esté|esté1|AESTAS||noun|||||||||fem|||sing|||||||||g||p|v
esté|estre1|ESSE||verb|auxPass||||||||fem|part|mwes|sing||||||past|ind||g||p|v
esté|estre1|ESSE||verb|compTens||||||||fem|part|mwes|plur||||||past|ind||g||p|v
esté|estre1|ESSE||verb|compTens||||||||masc|part|mwes|plur||||||past|ind||g||p|v
esté|estre1|ESSE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
esvertua|esvertüer|VIRTUS||verb||||||||||||sing|||3|||past|ind|rfl|g||p|v
es|estre|ESSE||verb|auxTens||||||||||mwes|sing|||2|||pres|ind||g||p|v
es|estre|ESSE||verb|auxCop|||||||||||sing|||2|||pres|ind||g||p|v
es|le|ILLE||determiner||||||||artdef|fem|||plur|||||||||g||p|v
es|il|ILLE||pronoun||||||acc|||masc|||plur|||3|prs|||||g||p|v
etsionan|Esionam|||propernoun|||||||||fem|||sing|||||||||g||p|v
et|et|ET||coordinating conjunction|||||||||||||||||||||g||p|v
europe|Europe|||propernoun|||||||||fem|||sing|||||||||g||p|v
euz|ueil|OCULUS||noun||||||acc|||masc|||plur|||||||||g||p|v
eve|aigue|AQUA||noun|||||||||fem|||sing|||||||||g||p|v
evre|uevre|OPERA||noun|||||||||fem|||sing|||||||||g||p|v
e|et|ET||coordinating conjunction|||||||||||||||||||||g||p|v
eüe|avoir|HABERE||verb|compTens||||||||fem|part|mwes|sing||||||past|ind||g||p|v
eümes|avoir|HABERE||verb|auxTens|||||||||imp|mwes|plur|||1||||fin||g||p|v
eüsent|avoir|HABERE||verb|auxTens|||||||||imp|mwes|plur|||3||||fin||g||p|v
eüsent|avoir|HABERE||verb||||||||||imp||plur|||3||trans||fin|act|g||p|v
eüssent|avoir|HABERE||verb|auxTens|||||||||imp|mwes|plur|||3||||fin||g||p|v
eüst|avoir|HABERE||verb|auxTens|||||||||imp|mwes|sing|||3||||fin||g||p|v
eüst|avoir|HABERE||verb||||||||||imp||sing|||3||trans||fin|act|g||p|v
eü|avoir|HABERE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
facent|faire|FACERE||verb||||||||||sub||plur|||3||trans|pres|fin|act|g||p|v
face|faire|FACERE||verb|auxMod|||||||||sub||sing|||3|||pres|fin||g||p|v
face|faire|FACERE||verb|auxMod|||||||||sub||sing|||1|||pres|fin||g||p|v
face|faire|FACERE||verb||||||||||sub||sing|||2||trans|pres|fin|act|g||p|v
facois|faire|FACERE||verb||||||||||sub||plur|||2||trans|pres|fin|act|g||p|v
faille|faille3|*FALLIA||noun|||||||||fem|||sing|||||||||g||p|v
faillir|falir|FALLERE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
failli|falir|FALLERE||verb||||||||||||sing|||3|||past|ind|rfl|g||p|v
faire|faire|FACERE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
faisons|façon|FACTIO||noun|||||||||fem|||sing|||||||||g||p|v
faison|façon|FACTIO||noun|||||||||fem|||sing|||||||||g||p|v
fais|faire|FACERE||verb||||||||||||sing|||2||trans|pres|ind|act|g||p|v
fais|fait1|FACTUM||noun||||||acc|||masc|||sing|||||||||g||p|v
fais|faire|FACERE||verb|auxMod|||||||||||sing|||1|||pres|ind||g||p|v
fait|faire|FACERE||verb||||||||||||sing|||3||trans|pres|ind|act|g||p|v
fait|faire|FACERE||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
fait|faire|FACERE||verb|auxMod|||||||||||sing|||3|||pres|ind||g||p|v
fait|faire|FACERE||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
fame|feme|FEMINA||noun|||||||||fem|||sing|||||||||g||p|v
famillous|fameillos|FAMES||adjective||||||nom|||masc|||sing|||||||||g||p|v
fasois|faire|FACERE||verb||||||||||sub||plur|||2||trans|pres|fin|act|g||p|v
fasois|faire|FACERE||verb|auxMod|||||||||sub||plur|||2|||pres|fin||g||p|v
fas|faire|FACERE||verb||||||||||||sing|||1||trans|pres|ind|act|g||p|v
faucons|faucon|FALCO||noun||||||acc|||masc|||plur|||||||||g||p|v
faudrai|falir|FALLERE||verb||||||||||||sing|||3||intr|fut|ind||g||p|v
fauser|fausser|FALSUS||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
fa|faire|FACERE||verb||||||||||||sing|||3||trans|pres|ind|act|g||p|v
faés|fäer|FATA||verb|compPass||||||||masc|part|mwes|sing||||||past|ind||g||p|v
faéx|fäer|FATA||verb|compTens||||||||masc|part|mwes|sing||||||past|ind||g||p|v
feels|fëel|FIDELIS||adjective|Noun|||||acc|||masc|||plur|||||||||g||p|v
feira|faire|FACERE||verb||||||||||||sing|||3||trans|fut|ind|act|g||p|v
feirons|faire|FACERE||verb||||||||||||plur|||1||trans|fut|ind|act|g||p|v
feiront|faire|FACERE||verb||||||||||||plur|||3||trans|fut|ind|act|g||p|v
feisons|faire|FACERE||verb||||||||||imp||plur|||1||intr|pres|fin||g||p|v
feisons|faire|FACERE||verb||||||||||||plur|||1||trans|pres|ind|act|g||p|v
feison|faire|FACERE||verb||||||||||||plur|||1||trans|pres|ind|act|g||p|v
fellonie|felonie|*FILLO||noun|||||||||fem|||sing|||||||||g||p|v
fel|felon|*FILLO||adjective||||||nom|||masc|||sing|||||||||g||p|v
femelles|femele|FEMELLA||noun|||||||||fem|||plur|||||||||g||p|v
femes|feme|FEMINA||noun|||||||||fem|||plur|||||||||g||p|v
feme|feme|FEMINA||noun|||||||||fem|||plur|||||||||g||p|v
feme|feme|FEMINA||noun|||||||||fem|||sing|||||||||g||p|v
fenestre|fenestre|FENESTRA||noun|||||||||fem|||sing|||||||||g||p|v
fenir|fenir|FINIRE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
ferais|faire|FACERE||verb|auxMod|||||||||||sing|||2|||fut|ind||g||p|v
ferai|faire|FACERE||verb||||||||||||sing|||1||trans|pres|ind|act|g||p|v
fera|faire|FACERE||verb||||||||||||sing|||3||trans|fut|ind|act|g||p|v
fere|faire|FACERE||verb|auxMod|||||||||inf||||||||pres|ind||g||p|v
fere|faire|FACERE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
ferirent|ferir|FERIRE||verb||||||||||||plur|||3|||past|ind|rfl|g||p|v
ferirent|ferir|FERIRE||verb||||||||||||plur|||3||trans|past|ind|act|g||p|v
ferir|ferir|FERIRE||verb||||||||||inf|||||||intr|pres|ind||g||p|v
ferir|ferir|FERIRE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
feri|ferir|FERIRE||verb||||||||||||sing|||3||trans|past|ind|act|g||p|v
fermement|fermement|FIRMUS||adverb||||man|||||||||||||||||g||p|v
feroient|faire|FACERE||verb||||||||||cnd||plur|||3||trans|pres|fin|act|g||p|v
feroie|faire|FACERE||verb|auxMod|||||||||cnd||sing|||1|||pres|fin||g||p|v
feroie|faire|FACERE||verb||||||||||cnd||sing|||1||trans|pres|fin|act|g||p|v
feroit|ferir|FERIRE||verb||||||||||imp||sing|||3||trans||ind|act|g||p|v
feroit|ferir|FERIRE||verb|auxMod|||||||||cnd||sing|||3|||pres|fin||g||p|v
feroit|faire|FACERE||verb||||||||||cnd||sing|||3||trans|pres|fin|act|g||p|v
ferons|faire|FACERE||verb||||||||||||plur|||1||trans|fut|ind|act|g||p|v
feront|faire|FACERE||verb||||||||||||plur|||3||trans|fut|ind|act|g||p|v
fer|faire|FACERE||verb||||||||||inf|||||||trans|pres|ind|act|g||p|v
fer|faire|FACERE||verb||||||||||inf|||||||intr|pres|ind|act|g||p|v
ferés|faire|FACERE||verb||||||||||||plur|||2||trans|fut|ind|act|g||p|v
fesans|faire|FACERE||verb||||||||||ger|||||||trans|pres|ind|act|g||p|v
fesant|faire|FACERE||verb||||||||||ger|||||||trans|pres|ind|act|g||p|v
fesoient|faire|FACERE||verb||||||||||imp||plur|||3||trans||ind|act|g||p|v
fesoie|faire|FACERE||verb||||||||||imp||sing|||2||trans||fin|act|g||p|v
fesois|faire|FACERE||verb||||||||||imp||plur|||2||trans||fin|act|g||p|v
fesois|faire|FACERE||verb||||||||||imp||sing|||2||trans||ind|act|g||p|v
fesoit|faire|FACERE||verb|auxMod|||||||||imp||sing|||3||||ind||g||p|v
fesoit|faire|FACERE||verb||||||||||imp||sing|||3||intr||ind||g||p|v
fesoit|faire|FACERE||verb||||||||||imp||sing|||3||trans||ind|act|g||p|v
fesons|faire|FACERE||verb||||||||||||plur|||1||trans|pres|ind|act|g||p|v
fesons|faire|FACERE||verb|auxMod|||||||||||plur|||1|||pres|ind||g||p|v
